audit_id,domain,module,capability,feature_area,user_role,scenario_type,question,acceptance_intent,priority,weight,release_blocker,market_relevance_pl,data_sensitivity,security_impact,requires_backend,requires_frontend,requires_database,requires_api,requires_async_jobs,requires_integrations,requires_permissions,requires_audit_log,requires_encryption,expected_evidence,positive_code_signals,negative_code_signals,manual_test_steps,expected_outcome,edge_cases,dependencies,applicability,analysis_status,verdict,confidence_score,confidence_reason,code_references,api_endpoints,db_entities,ui_locations,test_artifacts,missing_artifacts,gap_summary,remediation_hint,owner,notes
F068,Functional,Analytics,,,End user,,Can the platform identify unusual spending spikes relative to prior periods?,,Medium,4,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Anomaly detection logic; insights UI; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No anomaly engine,None,,,,,Feature absent,No unusual spending alerts,Requires new epic,Backend/Frontend,
F069,Functional,Categorization,,,End user,,Can a user define needs vs wants or other custom classification layers on top of categories?,,Low,1,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Custom dimensions; UI; reports; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No classification layer above categories,None,,,,,Feature absent,No needs/wants classification,Requires new epic,Backend/Frontend,
F070,Functional,Exports,,,End user,,Can the user export all transactions and balances for offline analysis?,,High,7,YES,NO,MEDIUM,LOW,YES,NO,NO,NO,NO,NO,NO,NO,NO,Export endpoints; CSV/XLSX output; tests,,,,,,,Applicable,COMPLETED,PARTIALLY_SUPPORTED,80,"Basic exports exist, but may lack unified export for all data",app/api/endpoints/,,,,,Feature absent,Full offline export might be incomplete,Requires new epic,Backend/Frontend,
F071,Functional,Exports,,,End user,,Can exports preserve original identifiers so the data can be reconciled later?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Export schema; source IDs; tests,,,,,,,Applicable,COMPLETED,UNCLEAR,0,Needs deeper testing of export schema,None,,,,,Feature absent,Unknown if identifiers are preserved,Requires new epic,Backend/Frontend,
F072,Functional,Integrations,,,End user,,Can the system expose an API or integration layer for external reporting tools?,,Medium,4,NO,NO,MEDIUM,LOW,YES,NO,NO,YES,NO,NO,NO,NO,NO,API docs; auth; endpoints; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No public API tokens or developer docs,None,,,,,Feature absent,No external reporting integration,Requires new epic,Backend/Frontend,
F073,Functional,Investments,,,End user,,Can the user add a brokerage account manually if no integration exists?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Manual account flow; holdings model; tests,,,,,,,Applicable,COMPLETED,SUPPORTED,100,InvestmentAccount exists,app/models/investment_account.py,,,,,Feature absent,None,Requires new epic,Backend,
F074,Functional,Investments,,,End user,,Can the platform connect to investment accounts and keep holdings synchronized?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,YES,YES,NO,NO,NO,Broker integration; sync jobs; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No broker integrations,None,,,,,Feature absent,Cannot sync investments,Requires new epic,Backend,
F075,Functional,Investments,,,End user,,Can the platform support Polish and foreign securities in one portfolio?,,High,7,YES,YES,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Instrument model; multi-market support; tests,,,,,,,Applicable,COMPLETED,PARTIALLY_SUPPORTED,40,Investment model exists but no market tracking,app/models/investment.py,,,,,Feature absent,Missing security market identifiers,Requires new epic,Backend,
F076,Functional,Investments,,,End user,,"Can a user track stocks, ETFs, bonds, mutual funds, options, futures, and structured products?",,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Asset-type support; UI; reports; tests,,,,,,,Applicable,COMPLETED,PARTIALLY_SUPPORTED,50,"Just uses generic category_name, no asset typing",app/models/investment.py,,,,,Feature absent,Missing formal asset classes,Requires new epic,Backend,
F077,Functional,Investments,,,End user,,"Can a user track units, cost basis, fees, taxes, dividends, and realized gains per instrument?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Holding ledger; calculations; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,"Investment model tracks only raw decimal value, not units vs price",app/models/investment.py,,,,,Feature absent,Missing unit/price splitting,Requires new epic,Backend,
F078,Functional,Investments,,,End user,,"Can the system support multiple cost-basis methods such as FIFO, average cost, or custom-lot selection?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Tax lot engine; settings; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No tax lot logic,None,,,,,Feature absent,Cannot calculate cost basis,Requires new epic,Backend,
F079,Functional,Investments,,,End user,,Can dividends be tracked as cash income and linked back to the source holding?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Dividend events; cash ledger link; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No Dividend events,None,,,,,Feature absent,No dividend linking,Requires new epic,Backend,
F080,Functional,Investments,,,End user,,Can the system track dividend reinvestment correctly?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,DRIP handling; units update; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No DRIP mechanics,None,,,,,Feature absent,Cannot auto reinvest,Requires new epic,Backend,
F081,Functional,Corporate Actions,,,End user,,"Can stock splits, reverse splits, mergers, delistings, and symbol changes be handled without data loss?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Corporate action engine; migration tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No corporate actions engine,None,,,,,Feature absent,Cannot handle stock splits,Requires new epic,Backend,
F082,Functional,Investments,,,End user,,"Can the platform distinguish market value, cost value, unrealized gain, and realized gain?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Portfolio analytics; reports; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No unrealized gain logic,None,,,,,Feature absent,Cannot separate realized from unrealized,Requires new epic,Backend,
F083,Functional,Investments,,,End user,,"Can the user see portfolio allocation by asset class, geography, sector, and currency?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Allocation logic; charts; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No allocation maps in backend,None,,,,,Feature absent,Cannot map portfolio allocation,Requires new epic,Backend,
F084,Functional,Investments,,,End user,,Can the user define target allocation and measure drift from target?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Target settings; drift calculations; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No target allocation rules,None,,,,,Feature absent,Cannot track drift,Requires new epic,Backend,
F085,Functional,Watchlists,,,End user,,Can the system support watchlists separate from owned investments?,,Low,1,NO,NO,MEDIUM,LOW,NO,YES,YES,NO,NO,NO,NO,NO,NO,Watchlist UI; DB model; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No watchlists,None,,,,,Feature absent,Missing watchlist feature,Requires new epic,Backend,
F086,Functional,Private Investments,,,End user,,"Can a user record private equity, startup investments, crowdfunding, and angel investments manually?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Manual asset forms; custom fields; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No private equity templates,None,,,,,Feature absent,Missing alternative assets template,Requires new epic,Backend,
F087,Functional,Bonds,,,End user,,"Can the system track bonds with coupon schedule, maturity date, and accrued interest?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Bond model; schedule logic; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No bond coupon models,None,,,,,Feature absent,Cannot track bond math,Requires new epic,Backend,
F088,Functional,Retirement,,,End user,,"Can the system support pension and retirement wrappers relevant to Polish users, such as separate tax-advantaged buckets, even if treated as generic account types?",,Medium,4,NO,YES,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Account taxonomy; tax wrapper fields; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No pension wrappers,None,,,,,Feature absent,No tax sheltered account types,Requires new epic,Backend,
F089,Functional,Real Estate,,,End user,,"Can the user track real estate investments, including current estimated value, purchase cost, rent income, and expenses?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Property model; valuation history; cash flow; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No real estate models,None,,,,,Feature absent,Cannot valuation real estate,Requires new epic,Backend,
F090,Functional,Crypto,,,End user,,"Can the platform track crypto wallets, exchange accounts, and DeFi positions?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Wallet/exchange models; sync logic; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No crypto models,None,,,,,Feature absent,No exchange integration,Requires new epic,Backend,
F091,Functional,Crypto,,,End user,,"Can the system support transfers between exchange, on-chain wallet, and cold wallet without double counting?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Transfer matching logic; ledger tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No on-chain tracking,None,,,,,Feature absent,Cannot track wallets,Requires new epic,Backend,
F092,Functional,Crypto,,,End user,,"Can crypto assets include token quantity, acquisition cost, average price, market value, and realized gains?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Crypto holding model; valuation engine; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No crypto quantity tracking,None,,,,,Feature absent,Missing crypto valuation logic,Requires new epic,Backend,
F093,Functional,Crypto,,,End user,,"Can the system capture staking rewards, airdrops, forks, and lending yields as distinct event types?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Event taxonomy; posting rules; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No staking events,None,,,,,Feature absent,Cannot handle staking rewards,Requires new epic,Backend,
F094,Functional,Crypto,,,End user,,Can the platform support manual entry when automated crypto integration is unavailable?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Manual transaction flow; wallet model; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No crypto manual fallbacks specifically,None,,,,,Feature absent,No crypto support,Requires new epic,Backend,
F095,Functional,Alternative Assets,,,End user,,"Can the user track precious metals, commodities, and other non-standard investments?",,Low,1,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Custom asset support; valuation fields; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No alternative assets,None,,,,,Feature absent,Cannot track precious metals natively,Requires new epic,Backend,
F096,Functional,Receivables,,,End user,,Can the system support lending money to friends or family as a tracked receivable?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Receivable model; transaction links; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,"Codebase has installment payments, but not P2P receivables",app/models/installment_item.py,,,,,Feature absent,Missing Receivable model,Requires new epic,Backend,
F097,Functional,Receivables,,,End user,,"Can a user create a receivable with borrower name, amount, currency, due date, and repayment schedule?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,YES,NO,NO,NO,NO,NO,NO,Receivable form; DB schema; schedule logic; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No Receivable borrower flow,None,,,,,Feature absent,Missing Borrower entity,Requires new epic,Backend,
F098,Functional,Receivables,,,End user,,Can partial repayments be recorded over time?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Repayment workflow; balance updates; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No Receivable partial payments,None,,,,,Feature absent,Cannot split receivable payments,Requires new epic,Backend,
F099,Functional,Receivables,,,End user,,Can the system distinguish principal repaid from interest received?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Repayment split logic; reports; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No splitting interest from principal for loans/receivables,None,,,,,Feature absent,No interest tracking,Requires new epic,Backend,
F100,Functional,Receivables,,,End user,,Can reminders be configured for overdue friend or family loans?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Reminder rules; notifications; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No reminders engine,None,,,,,Feature absent,No loan reminders,Requires new epic,Backend,
F101,Functional,Receivables,,,End user,,Can a user track informal loans with no fixed due date?,,Low,1,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Optional due date; UI; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No informal loans,None,,,,,Feature absent,No open ended due dates,Requires new epic,Backend,
F102,Functional,Receivables,,,End user,,"Can the user record collateral, notes, chat evidence, or contract files against a receivable?",,Low,1,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Attachment support; metadata fields; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No attachment/notes collateral support,None,,,,,Feature absent,Cannot attach loan collateral,Requires new epic,Backend,
F103,Functional,Liabilities,,,End user,,Can the system track money the user owes to friends or family as a personal liability?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Liability type; repayment flow; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No general liability model for owing friends,None,,,,,Feature absent,Missing Liability tracking,Requires new epic,Backend,
F104,Functional,Suspended Funds,,,End user,,"Can the platform track money that is frozen, blocked, reserved, disputed, or under chargeback investigation?",,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Status model; UI; ledger effects; tests,,,,,,,Applicable,COMPLETED,SUPPORTED,100,SuspendedExpense tracks blocked funds,app/models/suspended_expense.py,,,,,Feature absent,None,Requires new epic,Backend,
F105,Functional,Suspended Funds,,,End user,,Can a user create a suspended funds status with a reason and expected release date?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Status workflow; fields; tests,,,,,,,Applicable,COMPLETED,SUPPORTED,100,SuspendedExpense handles status/reasons,app/models/suspended_expense.py,,,,,Feature absent,None,Requires new epic,Backend,
F106,Functional,Suspended Funds,,,End user,,Can the system separate book balance from available liquidity when funds are blocked?,,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Liquidity logic; dashboard display; tests,,,,,,,Applicable,COMPLETED,SUPPORTED,100,BalanceSnapshot/Reconciliation logic uses it,app/services/reconciliation_service.py,,,,,Feature absent,None,Requires new epic,Backend,
F107,Functional,Disputes,,,End user,,"Can disputed card transactions be tracked through status changes such as opened, pending, partially reversed, and resolved?",,Medium,4,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Dispute lifecycle model; UI; tests,,,,,,,Applicable,COMPLETED,PARTIALLY_SUPPORTED,70,Can repurpose SuspendedExpense but no dedicated Dispute workflow,app/models/suspended_expense.py,,,,,Feature absent,No explicit dispute state machine,Requires new epic,Backend,
F108,Functional,Suspended Funds,,,End user,,"Can the user record court deposits, brokerage settlement holds, tax reserves, and security deposits?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Custom hold types; reporting; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,"SuspendedExpense only handles PENDING, CONVERTED, SETTLED.",app/models/suspended_expense.py,,,,,Feature absent,Cannot natively track diverse hold types,Requires new epic,Backend,
F109,Functional,Ownership & Trust,,,End user,,"Can a user tag funds as jointly owned, beneficially owned, or held on behalf of someone else?",,Low,1,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Ownership metadata; filters; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No ownership or trust flags on funds,None,,,,,Feature absent,No joint ownership tagging,Requires new epic,Backend,
F110,Functional,Valuation,,,End user,,Can the platform support manual valuation overrides for assets that do not have live market data?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,YES,NO,Override fields; audit logs; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No valuation overrides,None,,,,,Feature absent,Cannot override standard asset pricing,Requires new epic,Backend,
F111,Functional,FX & Currency,,,End user,,Can the user maintain historical FX rates for past transactions and valuations?,,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,FX table; override UI; tests,,,,,,,Applicable,COMPLETED,SUPPORTED,100,CurrencyConversion records rate per transaction,app/models/currency_conversion.py,,,,,Feature absent,None,Requires new epic,Backend,
F112,Functional,FX & Currency,,,End user,,Can the platform show both original currency amount and converted base-currency amount?,,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Dual amount fields; UI; tests,,,,,,,Applicable,COMPLETED,SUPPORTED,100,from_amount and to_amount preserved,app/models/currency_conversion.py,,,,,Feature absent,None,Requires new epic,Backend,
F113,Functional,FX & Currency,,,End user,,Can the system revalue foreign-currency cash and investments using end-of-day or configurable rates?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Revaluation engine; settings; tests,,,,,,,Applicable,COMPLETED,SUPPORTED,100,Conversion logic handles FX rate,app/models/currency_conversion.py,,,,,Feature absent,None,Requires new epic,Backend,
F114,Functional,FX & Currency,,,End user,,Can the user choose realized FX gain treatment for transfers and spending in foreign currency?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accounting rules; settings; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No accounting rules for realized FX gain/loss treatment,None,,,,,Feature absent,No native FX accounting splits,Requires new epic,Backend,
F115,Functional,Reporting,,,End user,,Can the platform produce period-based net worth reports with historical snapshots?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Snapshot model; report generation; tests,,,,,,,Applicable,COMPLETED,SUPPORTED,100,BalanceSnapshot and CalculationPeriod support over-time reporting,app/models/balance_snapshot.py,,,,,Feature absent,None,Requires new epic,Backend/Frontend,
F116,Functional,Reporting,,,End user,,"Can the user compare this month against last month, quarter, year, or custom period?",,Medium,4,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Period comparison engine; UI; tests,,,,,,,Applicable,COMPLETED,SUPPORTED,100,Period logic allows comparisons,app/models/calculation_period.py,,,,,Feature absent,None,Requires new epic,Backend/Frontend,
F117,Functional,Reporting,,,End user,,"Can charts and reports be filtered by account, family member, tag, category, merchant, or asset type?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Filter layer; chart queries; tests,,,,,,,Applicable,COMPLETED,PARTIALLY_SUPPORTED,80,Dashboard charts exist but lack full matrix filtering,frontend/app/,,,,,Feature absent,Cannot arbitrarily pivot all charts,Requires new epic,Backend/Frontend,
F118,Functional,Insights,,,End user,,"Can the system surface top spending categories, top merchants, and top balance changes automatically?",,Medium,4,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Insight queries; UI widgets; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No automated insights engine,None,,,,,Feature absent,No proactive insights,Requires new epic,Backend/Frontend,
F119,Functional,Analytics,,,End user,,Can the user drill from a KPI card to the underlying transactions or holdings?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Drill-through UX; query links; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,Drill down not fully supported in current Dash tables,None,,,,,Feature absent,Limited interactive drill-through,Requires new epic,Backend/Frontend,
F120,Functional,Reporting,,,End user,,Can the platform produce printable or shareable summary reports?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,PDF/print view; report export; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No PDF/printable report generator,None,,,,,Feature absent,Cannot print unified summary,Requires new epic,Backend/Frontend,
F121,Functional,Custom Metrics,,,End user,,"Can a user define custom KPIs such as monthly burn, passive income, investment contribution rate, or liquidity runway?",,Low,1,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Custom formula engine; UI; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No KPI formula engine,None,,,,,Feature absent,Cannot define custom formulas,Requires new epic,Backend/Frontend,
F122,Functional,Forecasting,,,End user,,Can the system forecast end-of-month cash based on current trends and scheduled items?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Forecast logic; dashboard display; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No cash forecast logic,None,,,,,Feature absent,Cannot predict end of month cash,Requires new epic,Backend/Frontend,
F123,Functional,Scenario Planning,,,End user,,"Can the user simulate what-if scenarios such as salary drop, extra rent, loan repayment, or market decline?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Scenario engine; saved simulations; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No scenario simulations,None,,,,,Feature absent,No what-if logic,Requires new epic,Backend/Frontend,
F124,Functional,Goals,,,End user,,"Can goals be created for emergency fund, holiday budget, home down payment, or retirement target?",,Medium,4,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Goal model; UI; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No Goal DB model,None,,,,,Feature absent,Cannot track financial goals,Requires new epic,Backend/Frontend,
F125,Functional,Goals,,,End user,,Can a goal draw contributions from one or more source accounts automatically or manually?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Contribution rules; transfer logic; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No Goal entity,None,,,,,Feature absent,Cannot link transfers to goals,Requires new epic,Backend/Frontend,
F126,Functional,Goals,,,End user,,Can the system show whether the user is on track for each goal?,,Medium,4,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Goal progress calculations; UI; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No Goal progress logic,None,,,,,Feature absent,No pacing for goals,Requires new epic,Backend/Frontend,
F127,Functional,Notifications,,,End user,,"Can notifications be delivered by in-app alert, email, and push notification?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Notification channels; templates; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No Notification channels/models,None,,,,,Feature absent,No alerting delivery system,Requires new epic,Backend/Frontend,
F128,Functional,Notifications,,,End user,,Can the user fully configure notification preferences by event type?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Preference center; channel rules; tests,,,,,,,Applicable,COMPLETED,NOT_SUPPORTED,100,No Notification settings,None,,,,,Feature absent,No push/email preferences,Requires new epic,Backend/Frontend,
F129,Functional,Cross-Platform UX,,,End user,,"Can the application work well on desktop, tablet, and mobile devices?",,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Responsive UI; device QA; tests,,,,,,,Applicable,COMPLETED,PARTIALLY_SUPPORTED,80,Dash uses bootstrap but might break on mobile,frontend/app,,,,,Feature absent,Mobile UX is likely degraded,Requires new epic,Backend/Frontend,
F130,Functional,Mobile UX,,,End user,,Can critical workflows be completed from mobile without losing functionality?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Mobile UX review; user flows; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F131,Functional,Resilience,,,End user,,Can the platform continue to function when one data provider is temporarily unavailable?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Fallback behavior; degraded mode; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F132,Functional,Data Correction,,,End user,,Can the user manually override sync failures with corrected data?,,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,YES,NO,Manual correction UI; audit logs; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F133,Functional,Reconciliation,,,End user,,Can the system surface reconciliation differences between external balances and internal ledger balances?,,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Reconciliation logic; UI; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F134,Functional,Reconciliation,,,End user,,Can the user accept or reject suggested reconciliation adjustments?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,YES,NO,Approval flow; audit trail; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F135,Functional,Versioning,,,End user,,Can deleted or edited financial records be restored from version history?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Version store; restore workflow; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F136,Functional,Account Closure,,,End user,,Can the user close the account and export all personal financial data before deletion?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Closure flow; export package; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F137,Functional,Privacy Operations,,,End user,,Can the platform support a full right-to-erasure workflow while preserving legally necessary audit records?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Deletion workflow; retention rules; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F138,Functional,Privacy Operations,,,End user,,Can a user download all raw and processed personal data in a machine-readable format?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Data portability export; schema docs; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F139,Functional,Help & Onboarding,,,End user,,"Can the platform provide onboarding tours, help text, and error messages understandable to non-expert consumers?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,UX copy; help flows; usability review,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
