audit_id,domain,module,capability,feature_area,user_role,scenario_type,question,acceptance_intent,priority,weight,release_blocker,market_relevance_pl,data_sensitivity,security_impact,requires_backend,requires_frontend,requires_database,requires_api,requires_async_jobs,requires_integrations,requires_permissions,requires_audit_log,requires_encryption,expected_evidence,positive_code_signals,negative_code_signals,manual_test_steps,expected_outcome,edge_cases,dependencies,applicability,analysis_status,verdict,confidence_score,confidence_reason,code_references,api_endpoints,db_entities,ui_locations,test_artifacts,missing_artifacts,gap_summary,remediation_hint,owner,notes
F080,Functional,Investments,,,End user,,Can the system track dividend reinvestment correctly?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,DRIP handling; units update; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F081,Functional,Corporate Actions,,,End user,,"Can stock splits, reverse splits, mergers, delistings, and symbol changes be handled without data loss?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Corporate action engine; migration tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F082,Functional,Investments,,,End user,,"Can the platform distinguish market value, cost value, unrealized gain, and realized gain?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Portfolio analytics; reports; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F083,Functional,Investments,,,End user,,"Can the user see portfolio allocation by asset class, geography, sector, and currency?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Allocation logic; charts; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F084,Functional,Investments,,,End user,,Can the user define target allocation and measure drift from target?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Target settings; drift calculations; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F085,Functional,Watchlists,,,End user,,Can the system support watchlists separate from owned investments?,,Low,1,NO,NO,MEDIUM,LOW,NO,YES,YES,NO,NO,NO,NO,NO,NO,Watchlist UI; DB model; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F086,Functional,Private Investments,,,End user,,"Can a user record private equity, startup investments, crowdfunding, and angel investments manually?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Manual asset forms; custom fields; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F087,Functional,Bonds,,,End user,,"Can the system track bonds with coupon schedule, maturity date, and accrued interest?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Bond model; schedule logic; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F088,Functional,Retirement,,,End user,,"Can the system support pension and retirement wrappers relevant to Polish users, such as separate tax-advantaged buckets, even if treated as generic account types?",,Medium,4,NO,YES,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Account taxonomy; tax wrapper fields; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F089,Functional,Real Estate,,,End user,,"Can the user track real estate investments, including current estimated value, purchase cost, rent income, and expenses?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Property model; valuation history; cash flow; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F090,Functional,Crypto,,,End user,,"Can the platform track crypto wallets, exchange accounts, and DeFi positions?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Wallet/exchange models; sync logic; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F091,Functional,Crypto,,,End user,,"Can the system support transfers between exchange, on-chain wallet, and cold wallet without double counting?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Transfer matching logic; ledger tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F092,Functional,Crypto,,,End user,,"Can crypto assets include token quantity, acquisition cost, average price, market value, and realized gains?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Crypto holding model; valuation engine; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F093,Functional,Crypto,,,End user,,"Can the system capture staking rewards, airdrops, forks, and lending yields as distinct event types?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Event taxonomy; posting rules; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F094,Functional,Crypto,,,End user,,Can the platform support manual entry when automated crypto integration is unavailable?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Manual transaction flow; wallet model; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F095,Functional,Alternative Assets,,,End user,,"Can the user track precious metals, commodities, and other non-standard investments?",,Low,1,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Custom asset support; valuation fields; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F096,Functional,Receivables,,,End user,,Can the system support lending money to friends or family as a tracked receivable?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Receivable model; transaction links; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F097,Functional,Receivables,,,End user,,"Can a user create a receivable with borrower name, amount, currency, due date, and repayment schedule?",,High,7,YES,NO,MEDIUM,LOW,NO,NO,YES,NO,NO,NO,NO,NO,NO,Receivable form; DB schema; schedule logic; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F098,Functional,Receivables,,,End user,,Can partial repayments be recorded over time?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Repayment workflow; balance updates; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F099,Functional,Receivables,,,End user,,Can the system distinguish principal repaid from interest received?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Repayment split logic; reports; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F100,Functional,Receivables,,,End user,,Can reminders be configured for overdue friend or family loans?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Reminder rules; notifications; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F101,Functional,Receivables,,,End user,,Can a user track informal loans with no fixed due date?,,Low,1,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Optional due date; UI; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F102,Functional,Receivables,,,End user,,"Can the user record collateral, notes, chat evidence, or contract files against a receivable?",,Low,1,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Attachment support; metadata fields; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F103,Functional,Liabilities,,,End user,,Can the system track money the user owes to friends or family as a personal liability?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Liability type; repayment flow; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F104,Functional,Suspended Funds,,,End user,,"Can the platform track money that is frozen, blocked, reserved, disputed, or under chargeback investigation?",,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Status model; UI; ledger effects; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F105,Functional,Suspended Funds,,,End user,,Can a user create a suspended funds status with a reason and expected release date?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Status workflow; fields; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F106,Functional,Suspended Funds,,,End user,,Can the system separate book balance from available liquidity when funds are blocked?,,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Liquidity logic; dashboard display; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F107,Functional,Disputes,,,End user,,"Can disputed card transactions be tracked through status changes such as opened, pending, partially reversed, and resolved?",,Medium,4,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Dispute lifecycle model; UI; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F108,Functional,Suspended Funds,,,End user,,"Can the user record court deposits, brokerage settlement holds, tax reserves, and security deposits?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Custom hold types; reporting; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F109,Functional,Ownership & Trust,,,End user,,"Can a user tag funds as jointly owned, beneficially owned, or held on behalf of someone else?",,Low,1,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Ownership metadata; filters; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F110,Functional,Valuation,,,End user,,Can the platform support manual valuation overrides for assets that do not have live market data?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,YES,NO,Override fields; audit logs; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F111,Functional,FX & Currency,,,End user,,Can the user maintain historical FX rates for past transactions and valuations?,,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,FX table; override UI; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F112,Functional,FX & Currency,,,End user,,Can the platform show both original currency amount and converted base-currency amount?,,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Dual amount fields; UI; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F113,Functional,FX & Currency,,,End user,,Can the system revalue foreign-currency cash and investments using end-of-day or configurable rates?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Revaluation engine; settings; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F114,Functional,FX & Currency,,,End user,,Can the user choose realized FX gain treatment for transfers and spending in foreign currency?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accounting rules; settings; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F115,Functional,Reporting,,,End user,,Can the platform produce period-based net worth reports with historical snapshots?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Snapshot model; report generation; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F116,Functional,Reporting,,,End user,,"Can the user compare this month against last month, quarter, year, or custom period?",,Medium,4,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Period comparison engine; UI; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F117,Functional,Reporting,,,End user,,"Can charts and reports be filtered by account, family member, tag, category, merchant, or asset type?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Filter layer; chart queries; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F118,Functional,Insights,,,End user,,"Can the system surface top spending categories, top merchants, and top balance changes automatically?",,Medium,4,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Insight queries; UI widgets; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F119,Functional,Analytics,,,End user,,Can the user drill from a KPI card to the underlying transactions or holdings?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Drill-through UX; query links; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F120,Functional,Reporting,,,End user,,Can the platform produce printable or shareable summary reports?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,PDF/print view; report export; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F121,Functional,Custom Metrics,,,End user,,"Can a user define custom KPIs such as monthly burn, passive income, investment contribution rate, or liquidity runway?",,Low,1,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Custom formula engine; UI; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F122,Functional,Forecasting,,,End user,,Can the system forecast end-of-month cash based on current trends and scheduled items?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Forecast logic; dashboard display; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F123,Functional,Scenario Planning,,,End user,,"Can the user simulate what-if scenarios such as salary drop, extra rent, loan repayment, or market decline?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Scenario engine; saved simulations; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F124,Functional,Goals,,,End user,,"Can goals be created for emergency fund, holiday budget, home down payment, or retirement target?",,Medium,4,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Goal model; UI; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F125,Functional,Goals,,,End user,,Can a goal draw contributions from one or more source accounts automatically or manually?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Contribution rules; transfer logic; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F126,Functional,Goals,,,End user,,Can the system show whether the user is on track for each goal?,,Medium,4,NO,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Goal progress calculations; UI; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F127,Functional,Notifications,,,End user,,"Can notifications be delivered by in-app alert, email, and push notification?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Notification channels; templates; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F128,Functional,Notifications,,,End user,,Can the user fully configure notification preferences by event type?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Preference center; channel rules; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F129,Functional,Cross-Platform UX,,,End user,,"Can the application work well on desktop, tablet, and mobile devices?",,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Responsive UI; device QA; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F130,Functional,Mobile UX,,,End user,,Can critical workflows be completed from mobile without losing functionality?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Mobile UX review; user flows; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F131,Functional,Resilience,,,End user,,Can the platform continue to function when one data provider is temporarily unavailable?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Fallback behavior; degraded mode; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F132,Functional,Data Correction,,,End user,,Can the user manually override sync failures with corrected data?,,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,YES,NO,Manual correction UI; audit logs; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F133,Functional,Reconciliation,,,End user,,Can the system surface reconciliation differences between external balances and internal ledger balances?,,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,NO,NO,Reconciliation logic; UI; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F134,Functional,Reconciliation,,,End user,,Can the user accept or reject suggested reconciliation adjustments?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,YES,NO,Approval flow; audit trail; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F135,Functional,Versioning,,,End user,,Can deleted or edited financial records be restored from version history?,,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Version store; restore workflow; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F136,Functional,Account Closure,,,End user,,Can the user close the account and export all personal financial data before deletion?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Closure flow; export package; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F137,Functional,Privacy Operations,,,End user,,Can the platform support a full right-to-erasure workflow while preserving legally necessary audit records?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Deletion workflow; retention rules; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F138,Functional,Privacy Operations,,,End user,,Can a user download all raw and processed personal data in a machine-readable format?,,High,7,YES,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,Data portability export; schema docs; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F139,Functional,Help & Onboarding,,,End user,,"Can the platform provide onboarding tours, help text, and error messages understandable to non-expert consumers?",,Medium,4,NO,NO,MEDIUM,LOW,NO,NO,NO,NO,NO,NO,NO,NO,NO,UX copy; help flows; usability review,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
F140,Functional,Accessibility,,,End user,,"Can the platform support accessibility needs such as keyboard navigation, contrast, screen readers, and readable numeric formatting?",,High,7,YES,NO,MEDIUM,LOW,NO,YES,NO,NO,NO,NO,NO,YES,NO,Accessibility audit; semantic UI; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S141,Security,Authentication,,,System,,"Are all passwords stored using a strong adaptive hash such as Argon2id, bcrypt, or equivalent?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Auth code; hash config; security tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S142,Security,Authentication,,,System,,"Are password complexity, reuse prevention, and breach-password checks enforced?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Password policy; validation rules; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S143,Security,Authentication,,,System,,Is multi-factor authentication available for all users?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,MFA flows; recovery flow; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S144,Security,Authentication,,,System,,"Can MFA be required for high-risk actions such as bank reconnection, export, account deletion, or role changes?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Step-up auth logic; policy rules; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S145,Security,Session Management,,,System,,"Are session tokens protected against theft, fixation, and replay?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Session handling code; cookie config; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S146,Security,Session Management,,,System,,Are inactive sessions automatically expired after a configurable timeout?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Timeout config; session policy; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S147,Security,Session Management,,,System,,Can users view and revoke active sessions by device?,,Medium,4,NO,NO,HIGH,HIGH,YES,YES,NO,NO,NO,NO,NO,YES,NO,Session UI; revoke endpoint; audit logs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S148,Security,Session Management,,,System,,Are refresh tokens rotated and invalidated on logout or compromise?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Token rotation logic; revocation tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S149,Security,Transport Security,,,System,,Is all sensitive data encrypted in transit using modern TLS?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,TLS config; scanner results; headers,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S150,Security,Data Encryption,,,System,,Is sensitive personal and financial data encrypted at rest?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,YES,NO,NO,NO,NO,NO,YES,DB/storage encryption config; architecture docs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S151,Security,Key Management,,,System,,Are encryption keys stored separately from encrypted data?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,KMS config; architecture docs; access controls,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S152,Security,Key Management,,,System,,Is key rotation supported without corrupting stored data?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Rotation process; migration tests; docs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S153,Security,Data Encryption,,,System,,"Is field-level encryption used for especially sensitive data such as bank account numbers, tax identifiers, or API credentials?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,YES,Entity model; encryption layer; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S154,Security,Privacy Engineering,,,System,,Is personal data pseudonymised where full identity is not needed for processing?,,Medium,4,NO,NO,HIGH,HIGH,NO,NO,NO,NO,NO,NO,NO,NO,NO,Data model; processing design; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S155,Security,Environment Management,,,System,,"Are production, test, and development environments strictly segregated?",,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Infra config; deployment docs; access controls,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S156,Security,Environment Management,,,System,,Is real customer data prohibited from non-production environments unless irreversibly masked?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,YES,NO,Data policy; masking process; audit evidence,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S157,Security,Backups,,,System,,Are database backups encrypted?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Backup config; storage policy; tests,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S158,Security,Backups,,,System,,Are backup restoration procedures tested regularly?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Restore logs; runbooks; drill evidence,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S159,Security,Backups,,,System,,Is there point-in-time recovery for financial ledgers and core records?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,YES,NO,NO,NO,NO,NO,NO,DB config; recovery tests; docs,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
S160,Security,Secrets Management,,,System,,Are secrets stored in a secure secret-management solution rather than source code or plain config files?,,High,7,YES,NO,HIGH,CRITICAL,NO,NO,NO,NO,NO,NO,NO,NO,NO,Secret store config; code review; CI checks,,,,,,,Applicable,NOT_STARTED,UNCLEAR,0,Not yet analyzed,,,,,,No evidence reviewed yet,,,,
