audit_id,domain,module,priority,weight,release_blocker,verdict,confidence_score,question,gap_summary,remediation_hint,code_references,missing_artifacts,owner,risk_level,estimated_fix_scope,compliance_tag,notes
F065,Functional,Forecasting,Medium,4,NO,NOT_SUPPORTED,100,Can a user model future cash flow based on known recurring commitments?,No forward-looking cash flow,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,XL,,
F066,Functional,Calendar,Medium,4,NO,NOT_SUPPORTED,100,"Can the system provide calendar views of upcoming bills, salaries, subscriptions, and loan payments?",Cannot see upcoming bills chronologically,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,L,,
F067,Functional,Subscriptions,Medium,4,NO,NOT_SUPPORTED,100,Can a user track subscriptions and detect price changes over time?,Cannot track subscriptions,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,L,,
F068,Functional,Analytics,Medium,4,NO,NOT_SUPPORTED,100,Can the platform identify unusual spending spikes relative to prior periods?,No unusual spending alerts,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,L,,
F072,Functional,Integrations,Medium,4,NO,NOT_SUPPORTED,100,Can the system expose an API or integration layer for external reporting tools?,No external reporting integration,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,L,,
F079,Functional,Investments,Medium,4,NO,NOT_SUPPORTED,100,Can dividends be tracked as cash income and linked back to the source holding?,No dividend linking,Requires new epic,None,Feature absent,Backend,HIGH,XL,,
F080,Functional,Investments,Medium,4,NO,NOT_SUPPORTED,100,Can the system track dividend reinvestment correctly?,Cannot auto reinvest,Requires new epic,None,Feature absent,Backend,HIGH,XL,,
F083,Functional,Investments,Medium,4,NO,NOT_SUPPORTED,100,"Can the user see portfolio allocation by asset class, geography, sector, and currency?",Cannot map portfolio allocation,Requires new epic,None,Feature absent,Backend,HIGH,XL,,
F084,Functional,Investments,Medium,4,NO,NOT_SUPPORTED,100,Can the user define target allocation and measure drift from target?,Cannot track drift,Requires new epic,None,Feature absent,Backend,HIGH,XL,,
F086,Functional,Private Investments,Medium,4,NO,NOT_SUPPORTED,100,"Can a user record private equity, startup investments, crowdfunding, and angel investments manually?",Missing alternative assets template,Requires new epic,None,Feature absent,Backend,HIGH,L,,
F087,Functional,Bonds,Medium,4,NO,NOT_SUPPORTED,100,"Can the system track bonds with coupon schedule, maturity date, and accrued interest?",Cannot track bond math,Requires new epic,None,Feature absent,Backend,HIGH,L,,
F088,Functional,Retirement,Medium,4,NO,NOT_SUPPORTED,100,"Can the system support pension and retirement wrappers relevant to Polish users, such as separate tax-advantaged buckets, even if treated as generic account types?",No tax sheltered account types,Requires new epic,None,Feature absent,Backend,HIGH,L,,
F089,Functional,Real Estate,Medium,4,NO,NOT_SUPPORTED,100,"Can the user track real estate investments, including current estimated value, purchase cost, rent income, and expenses?",Cannot valuation real estate,Requires new epic,None,Feature absent,Backend,HIGH,L,,
F093,Functional,Crypto,Medium,4,NO,NOT_SUPPORTED,100,"Can the system capture staking rewards, airdrops, forks, and lending yields as distinct event types?",Cannot handle staking rewards,Requires new epic,None,Feature absent,Backend,HIGH,XL,,
F094,Functional,Crypto,Medium,4,NO,NOT_SUPPORTED,100,Can the platform support manual entry when automated crypto integration is unavailable?,No crypto support,Requires new epic,None,Feature absent,Backend,HIGH,XL,,
F099,Functional,Receivables,Medium,4,NO,NOT_SUPPORTED,100,Can the system distinguish principal repaid from interest received?,No interest tracking,Requires new epic,None,Feature absent,Backend,HIGH,L,,
F100,Functional,Receivables,Medium,4,NO,NOT_SUPPORTED,100,Can reminders be configured for overdue friend or family loans?,No loan reminders,Requires new epic,None,Feature absent,Backend,HIGH,L,,
F103,Functional,Liabilities,Medium,4,NO,NOT_SUPPORTED,100,Can the system track money the user owes to friends or family as a personal liability?,Missing Liability tracking,Requires new epic,None,Feature absent,Backend,HIGH,L,,
F107,Functional,Disputes,Medium,4,NO,PARTIALLY_SUPPORTED,70,"Can disputed card transactions be tracked through status changes such as opened, pending, partially reversed, and resolved?",No explicit dispute state machine,Requires new epic,app/models/suspended_expense.py,Feature absent,Backend,MEDIUM,M,,
F108,Functional,Suspended Funds,Medium,4,NO,NOT_SUPPORTED,100,"Can the user record court deposits, brokerage settlement holds, tax reserves, and security deposits?",Cannot natively track diverse hold types,Requires new epic,app/models/suspended_expense.py,Feature absent,Backend,HIGH,L,,
F110,Functional,Valuation,Medium,4,NO,NOT_SUPPORTED,100,Can the platform support manual valuation overrides for assets that do not have live market data?,Cannot override standard asset pricing,Requires new epic,None,Feature absent,Backend,HIGH,L,,
F114,Functional,FX & Currency,Medium,4,NO,NOT_SUPPORTED,100,Can the user choose realized FX gain treatment for transfers and spending in foreign currency?,No native FX accounting splits,Requires new epic,None,Feature absent,Backend,HIGH,L,,
F117,Functional,Reporting,Medium,4,NO,PARTIALLY_SUPPORTED,80,"Can charts and reports be filtered by account, family member, tag, category, merchant, or asset type?",Cannot arbitrarily pivot all charts,Requires new epic,frontend/app/,Feature absent,Backend/Frontend,MEDIUM,M,,
F118,Functional,Insights,Medium,4,NO,NOT_SUPPORTED,100,"Can the system surface top spending categories, top merchants, and top balance changes automatically?",No proactive insights,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,L,,
F119,Functional,Analytics,Medium,4,NO,NOT_SUPPORTED,100,Can the user drill from a KPI card to the underlying transactions or holdings?,Limited interactive drill-through,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,L,,
F120,Functional,Reporting,Medium,4,NO,NOT_SUPPORTED,100,Can the platform produce printable or shareable summary reports?,Cannot print unified summary,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,L,,
F122,Functional,Forecasting,Medium,4,NO,NOT_SUPPORTED,100,Can the system forecast end-of-month cash based on current trends and scheduled items?,Cannot predict end of month cash,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,XL,,
F123,Functional,Scenario Planning,Medium,4,NO,NOT_SUPPORTED,100,"Can the user simulate what-if scenarios such as salary drop, extra rent, loan repayment, or market decline?",No what-if logic,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,XL,,
F124,Functional,Goals,Medium,4,NO,NOT_SUPPORTED,100,"Can goals be created for emergency fund, holiday budget, home down payment, or retirement target?",Cannot track financial goals,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,L,,
F125,Functional,Goals,Medium,4,NO,NOT_SUPPORTED,100,Can a goal draw contributions from one or more source accounts automatically or manually?,Cannot link transfers to goals,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,L,,
F126,Functional,Goals,Medium,4,NO,NOT_SUPPORTED,100,Can the system show whether the user is on track for each goal?,No pacing for goals,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,L,,
F127,Functional,Notifications,Medium,4,NO,NOT_SUPPORTED,100,"Can notifications be delivered by in-app alert, email, and push notification?",No alerting delivery system,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,L,,
F128,Functional,Notifications,Medium,4,NO,NOT_SUPPORTED,100,Can the user fully configure notification preferences by event type?,No push/email preferences,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,L,,
S147,Security,Session Management,Medium,4,NO,NOT_SUPPORTED,100,Can users view and revoke active sessions by device?,Users cannot see or close active sessions,Switch to reference-token pattern or track JTIs,None,"Session viewer UI, active sessions DB model",Backend/Security,HIGH,L,GDPR,
S154,Security,Privacy Engineering,Medium,4,NO,NOT_SUPPORTED,100,Is personal data pseudonymised where full identity is not needed for processing?,No privacy-enhancing transforms on data layer,Investigate or implement,None,No evidence reviewed yet,Security/Architecture,HIGH,L,GDPR,
S171,Security,Threat Monitoring,Medium,4,NO,NOT_SUPPORTED,100,"Are suspicious login attempts, impossible travel, or new-device access events monitored?",No threat monitoring module,Investigate or implement,None,No evidence reviewed yet,Security/Architecture,HIGH,L,GDPR,
S172,Security,Threat Monitoring,Medium,4,NO,NOT_SUPPORTED,100,Can a user receive alerts for high-risk security events?,Users cannot be alerted on suspicious login,Investigate or implement,None,No evidence reviewed yet,Security/Architecture,HIGH,L,GDPR,
S189,Security,Threat Monitoring,Medium,4,NO,NOT_SUPPORTED,100,"Is there anomaly detection for unusual exports, scraping, or mass data access?",Missing SIEM rules for anomalous data access,Investigate or implement,None,No evidence reviewed yet,Security/Architecture,HIGH,L,GDPR,
A198,Architecture,Performance,Medium,4,NO,UNCLEAR,0,Can historical reports be generated efficiently for users with many years of data?,Test report generation against multi-year datasets,Investigate or implement,None,No evidence reviewed yet,Security/Architecture,MEDIUM,S,,
A203,Architecture,Deployment,Medium,4,NO,PARTIALLY_SUPPORTED,50,Can modules be deployed independently or at least evolved independently?,Monolithic backend limits independent module deployment,Investigate or implement,docker-compose.yml,No evidence reviewed yet,Security/Architecture,MEDIUM,M,,
A205,Architecture,Eventing,Medium,4,NO,NOT_SUPPORTED,100,"Is there a queueing or event-driven mechanism for reconciliation, notifications, and recalculation tasks?",Reconciliation and notifications are synchronous,Investigate or implement,None,No evidence reviewed yet,Security/Architecture,HIGH,L,,
A207,Architecture,Data Workloads,Medium,4,NO,UNCLEAR,0,Are read-heavy analytics workloads separated from write-heavy transactional workloads?,Set up RDS read replica for report workloads,Investigate or implement,None,No evidence reviewed yet,Security/Architecture,MEDIUM,S,,
A209,Architecture,Service Levels,Medium,4,NO,UNCLEAR,0,"Are service-level objectives defined for login, dashboard load, sync freshness, and report generation?",Define and instrument SLOs for core user journeys,Investigate or implement,None,No evidence reviewed yet,Security/Architecture,MEDIUM,S,,
A210,Architecture,Multi-Tenancy,Medium,4,NO,NOT_SUPPORTED,100,Can the platform support multi-tenant isolation safely if the business model later expands to advisors or family offices?,Missing strict multi-tenant row security,Investigate or implement,app/models/,No evidence reviewed yet,Security/Architecture,HIGH,L,,
A212,Architecture,Release Management,Medium,4,NO,NOT_SUPPORTED,100,Can the system support feature flags for staged rollout of risky finance features?,Cannot do staged rollout of risky features,Investigate or implement,None,No evidence reviewed yet,Security/Architecture,HIGH,L,,
A216,Architecture,Configuration,Medium,4,NO,NOT_SUPPORTED,100,"Are reconciliation rules, tax rules, and categorization rules configurable rather than hardcoded?",Rules are not configurable via admin UI,Investigate or implement,app/services/reconciliation_service.py,No evidence reviewed yet,Security/Architecture,HIGH,L,,
A217,Architecture,Vendor Abstraction,Medium,4,NO,NOT_SUPPORTED,100,"Can the company swap a market-data provider, FX provider, or bank-aggregation provider with limited rewrite?",Swapping a market-data provider requires rewrite,Investigate or implement,None,No evidence reviewed yet,Security/Architecture,HIGH,L,,
A218,Architecture,Documentation,Medium,4,NO,PARTIALLY_SUPPORTED,60,Is documentation sufficient for another engineering team to extend the platform safely?,Missing ADRs for key design decisions,Investigate or implement,docs/,No evidence reviewed yet,Security/Architecture,MEDIUM,M,,
F019,Functional,Accounts,Low,1,NO,NOT_SUPPORTED,100,Can a user mark an account as hidden from dashboards without deleting it?,Cannot hide accounts without archiving,Add is_hidden field,app/models/account.py,hidden column on accounts table,Backend/BA,HIGH,L,,
F069,Functional,Categorization,Low,1,NO,NOT_SUPPORTED,100,Can a user define needs vs wants or other custom classification layers on top of categories?,No needs/wants classification,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,L,,
F085,Functional,Watchlists,Low,1,NO,NOT_SUPPORTED,100,Can the system support watchlists separate from owned investments?,Missing watchlist feature,Requires new epic,None,Feature absent,Backend,HIGH,L,,
F095,Functional,Alternative Assets,Low,1,NO,NOT_SUPPORTED,100,"Can the user track precious metals, commodities, and other non-standard investments?",Cannot track precious metals natively,Requires new epic,None,Feature absent,Backend,HIGH,L,,
F101,Functional,Receivables,Low,1,NO,NOT_SUPPORTED,100,Can a user track informal loans with no fixed due date?,No open ended due dates,Requires new epic,None,Feature absent,Backend,HIGH,L,,
F102,Functional,Receivables,Low,1,NO,NOT_SUPPORTED,100,"Can the user record collateral, notes, chat evidence, or contract files against a receivable?",Cannot attach loan collateral,Requires new epic,None,Feature absent,Backend,HIGH,L,,
F109,Functional,Ownership & Trust,Low,1,NO,NOT_SUPPORTED,100,"Can a user tag funds as jointly owned, beneficially owned, or held on behalf of someone else?",No joint ownership tagging,Requires new epic,None,Feature absent,Backend,HIGH,L,,
F121,Functional,Custom Metrics,Low,1,NO,NOT_SUPPORTED,100,"Can a user define custom KPIs such as monthly burn, passive income, investment contribution rate, or liquidity runway?",Cannot define custom formulas,Requires new epic,None,Feature absent,Backend/Frontend,HIGH,L,,
A211,Architecture,Data Residency,Low,1,NO,UNCLEAR,0,Are regional data-hosting and residency requirements configurable if business needs change?,Define data-residency policy for EU users,Investigate or implement,None,No evidence reviewed yet,Security/Architecture,MEDIUM,S,,
